dish_name,countries_of_origin,ingredients
General Tso's Chicken,"['United States', 'Canada', 'Taiwan']","['wine', 'white_pepper', 'hoisin_sauce', 'starch', 'garlic', 'soy_sauce', 'chili', 'scallion', 'sesame_seed', 'broth', 'rice_wine', 'broccoli', 'sugar', 'ginger', 'rice_vinegar', 'corn_starch', 'ketchup', 'vinegar', 'dried_red_chili_pepper', 'rice', 'corn', 'egg', 'cooking_oil', 'chicken', 'chicken_broth', 'sesame_oil', 'salt', 'pepper', 'oil']"
Cotriade,['France'],"['white_fish', 'white_wine', 'fish', 'saffron', 'wine', 'stock', 'olive', 'fish_stock', 'onion', 'garlic', 'olive_oil', 'thyme', 'parsley', 'tomato', 'bay_leaf', 'mussel', 'oil']"
Pie And Peas,['United Kingdom'],"['gravy', 'flour', 'pea', 'onion', 'mint', 'lard', 'potato', 'salt', 'butter', 'pie', 'pepper', 'mint_sauce']"
Popover,['United States'],"['milk', 'flour', 'salt', 'butter', 'egg']"
Focaccia,['Italy'],"['yeast', 'flour', 'olive_oil', 'rosemary', 'salt', 'olive', 'oil', 'water']"
Tartiflette,['France'],"['white_wine', 'wine', 'creme_fraiche', 'bacon', 'onion', 'garlic', 'potato', 'cheese', 'reblochon_cheese']"
Kransekage,"['Norway', 'Denmark']","['egg_white', 'marzipan', 'powdered_sugar', 'icing_sugar', 'almond', 'sugar', 'icing', 'egg']"
Chocolate Praline,['Belgium'],"['vanilla', 'chocolate', 'nougat', 'nut', 'cream', 'sugar', 'chocolate_liqueur', 'salt', 'butter', 'liqueur']"
Pastizz,['Malta'],"['puff_pastry', 'mushy_pea', 'ricotta', 'pea', 'ricotta_cheese', 'cheese', 'pastry']"
Tepsi Baytinijan,['Iraq'],"['black_pepper', 'ground_beef', 'garlic', 'onion', 'tomato_paste', 'olive_oil', 'parsley', 'salt', 'tomato', 'red_pepper_flake', 'ground_cumin', 'cumin', 'olive', 'pepper', 'eggplant', 'oil', 'beef', 'crushed_red_pepper_flake']"
Crossing-the-bridge Noodles,['China'],"['tofu_skin', 'white_pepper', 'chicken_breast', 'mushroom', 'garlic', 'pork_broth', 'chili', 'scallion', 'bamboo_shoot', 'broth', 'cured_ham', 'cilantro', 'chrysanthemum_leaf', 'cabbage', 'bean', 'wood_ear_mushroom', 'tofu', 'fish', 'quail_egg', 'noodle', 'ham', 'rice', 'pork_tenderloin', 'pork', 'egg', 'chicken', 'fish_slice', 'chive', 'chili_oil', 'chicken_broth', 'garlic_chive', 'rice_noodle', 'bean_sprout', 'salt', 'pepper', 'oil']"
Dobara,['Algeria'],"['chickpea', 'garlic', 'potato', 'cilantro', 'bell_pepper', 'tomato', 'cumin', 'bean', 'water', 'lemon_juice', 'parsley', 'olive', 'carrot', 'fava_bean', 'green_olive', 'lemon', 'olive_oil', 'salt', 'harissa', 'paprika', 'pepper', 'oil']"
Kulfi,"['Pakistan', 'Bangladesh', 'Myanmar', 'India']","['saffron', 'milk', 'nut', 'rose_water', 'fruit', 'sugar', 'cardamom', 'water']"
Khao Tom,"['Laos', 'Thailand']","['onion', 'garlic', 'shrimp', 'soy_sauce', 'cilantro', 'ginger', 'fish_sauce', 'water', 'fish', 'green_onion', 'rice', 'pork', 'egg', 'lime_wedge', 'chicken', 'shallot', 'salt', 'pepper', 'lime']"
Misal Pav,['India'],"['garam_masala', 'green_chili', 'onion', 'garlic', 'farsan', 'chili', 'pav', 'cumin_seed', 'turmeric_powder', 'cilantro', 'ginger', 'mustard', 'tomato', 'cumin', 'curry_leaf', 'bread', 'bean', 'water', 'sprouted_moth_bean', 'red_chili_powder', 'mustard_seed', 'goda_masala', 'ginger_garlic_paste', 'lemon', 'turmeric', 'salt', 'sev', 'oil']"
Dim Sim,"['Australia', 'New Zealand']","['white_pepper', 'flour', 'garlic', 'onion', 'minced_pork', 'soy_sauce', 'celery', 'minced_beef', 'mutton', 'sugar', 'water_chestnut', 'ginger', 'chestnut', 'monosodium_glutamate', 'cabbage', 'water', 'wheat', 'minced_mutton', 'wheat_flour_wrapper', 'pork', 'spring_onion', 'sesame_oil', 'salt', 'pepper', 'oil', 'beef']"
Wonton,"['Hong Kong', 'Macau', 'China', 'Taiwan']","['white_pepper', 'flour', 'mushroom', 'starch', 'garlic', 'shrimp', 'soy_sauce', 'scallion', 'ginger', 'cabbage', 'corn_starch', 'vinegar', 'water', 'stock', 'wheat', 'chicken_stock', 'corn', 'pork', 'napa_cabbage', 'egg', 'chicken', 'sesame_oil', 'wheat_flour', 'pepper', 'oil']"
Meeshay,['Myanmar'],"['noodle', 'chicken', 'chickpea', 'chickpea_flour', 'flour', 'onion', 'garlic', 'rice_noodle', 'bean_sprout', 'rice_flour_gel', 'rice', 'meat_sauce', 'coriander', 'pork', 'bean', 'meat']"
Bacone,['United States'],"['chive', 'bacon', 'bell_pepper', 'salt', 'pepper', 'cheese', 'hot_sauce', 'egg']"
Bandeja Paisa,['Colombia'],"['avocado', 'hogao', 'white_rice', 'chorizo', 'beef', 'plantain', 'ground_beef', 'fried_egg', 'red_bean', 'rice', 'chicharron', 'black_pudding', 'salad', 'arepa', 'bean', 'lime', 'egg']"
Dutchie,['Canada'],"['glaze', 'yeast', 'unsalted_butter', 'cinnamon', 'milk', 'water', 'flour', 'sugar', 'salt', 'butter', 'icing', 'raisin', 'egg']"
Tàⁿ-á-mī,['Taiwan'],"['garlic', 'lard', 'coriander', 'shrimp', 'minced_pork_lard', 'fish_sauce', 'boiled_egg', 'bean', 'fried_shallot', 'fish', 'noodle', 'rice', 'shrimp_paste', 'pork', 'egg', 'chive', 'garlic_chive', 'rice_noodle', 'bean_sprout', 'shallot']"
Murături,"['Moldova', 'Romania']","['turnip', 'celery', 'watermelon', 'cucumber', 'mushroom', 'green_tomato', 'beetroot', 'bell_pepper', 'cauliflower', 'cabbage', 'tomato', 'pepper', 'carrot']"
Caesar,['Canada'],"['celery', 'black_pepper', 'tomato_juice', 'clam', 'celery_salt', 'pickled_bean', 'worcestershire_sauce', 'vodka', 'clam_juice', 'celery_stalk', 'salt', 'tomato', 'pepper', 'hot_sauce', 'bean', 'lime', 'lime_wedge']"
Bonda,['India'],"['red_chili_powder', 'mustard_seed', 'coriander_leaf', 'green_chili', 'garlic', 'turmeric', 'potato', 'ginger', 'besan', 'mustard', 'salt', 'coriander', 'curry_leaf', 'chili']"
Halloumi,['Cyprus'],"['goat', 'milk', 'mint', 'sea_salt', 'sheep_milk', 'goat_milk', 'salt', 'rennet', 'water']"
Dodol,['Indonesia'],"['glutinou_rice_flour', 'vanilla', 'milk', 'flour', 'coconut', 'pandan_leaf', 'sugar', 'rice', 'salt', 'vanilla_extract', 'coconut_milk', 'palm_sugar']"
Geera Pork,['Trinidad and Tobago'],"['hot_pepper', 'water', 'onion', 'garlic', 'cilantro', 'chadon_beni', 'thyme', 'green_seasoning', 'salt', 'cumin', 'tomato', 'pepper', 'pork', 'oil', 'lime_juice', 'soy_sauce', 'lime', 'seasoning']"
Lokša,"['Slovakia', 'Czechia']","['milk', 'water', 'flour', 'sugar', 'potato', 'fat', 'salt', 'butter', 'poppy_seed', 'oil', 'egg']"
Irish Stew,['Ireland'],"['potato', 'lamb', 'mutton']"
Maafe,"['Ghana', 'Mali', 'Nigeria', 'Senegal']","['chicken', 'vegetable', 'onion', 'garlic', 'lamb', 'peanut', 'tomato', 'cabbage', 'root_vegetable', 'leaf', 'beef', 'meat']"
Bannock (Indigenous Food),"['Canada', 'United States']","['flour', 'lard', 'fat', 'salt', 'butter', 'baking_powder', 'water']"
Chilli Crab,"['Malaysia', 'Singapore']","['chilli_sauce', 'starch', 'onion', 'garlic', 'butter', 'soy_sauce', 'tomato_sauce', 'kaffir_lime_leaf', 'belacan', 'cilantro', 'sugar', 'ginger', 'tomato', 'corn_starch', 'lime_juice', 'water', 'corn', 'egg', 'crab', 'curry_powder', 'shallot', 'spring_onion', 'salt', 'pepper', 'lime']"
Seolleongtang,"['North Korea', 'South Korea']","['noodle', 'beef_bone', 'water', 'onion', 'garlic', 'kimchi', 'green_onion', 'rice', 'salt', 'pepper', 'brisket', 'soy_sauce', 'shank', 'beef']"
Piti,"['Kyrgyzstan', 'Armenia', 'Uzbekistan', 'Georgia', 'Tajikistan', 'Azerbaijan', 'Kazakhstan', 'Iran', 'Turkmenistan']","['saffron', 'chickpea', 'fruit', 'lamb', 'onion', 'garlic', 'turmeric', 'potato', 'bell_pepper', 'chestnut', 'salt', 'tomato', 'dried_fruit', 'pepper']"
Samlor Machu,['Cambodia'],"['lemon_gras', 'spinach', 'milk', 'coconut', 'garlic', 'water_spinach', 'green_papaya', 'black_pepper', 'kaffir_lime_leaf', 'fresh_herb_thai_basil', 'vegetable', 'cilantro', 'sugar', 'fish_sauce', 'tamarind', 'tomato', 'bean', 'water', 'pork_spare_rib', 'fish', 'lemon_juice', 'tamarind_paste', 'oil', 'pork', 'herb', 'pineapple', 'galangal', 'vegetable_oil', 'lemon', 'bean_sprout', 'shallot', 'salt', 'coconut_milk', 'basil', 'pepper', 'lime']"
Chana Masala,"['Pakistan', 'Bangladesh', 'India']","['chickpea', 'garam_masala', 'onion', 'garlic', 'green_chili', 'coriander', 'chili', 'cumin_seed', 'turmeric_powder', 'cilantro', 'coriander_powder', 'ginger', 'tomato', 'cumin', 'lemon_juice', 'red_chili_powder', 'lemon', 'turmeric', 'amchur']"
Alcapurria,['Puerto Rico'],"['corned_beef', 'plantain', 'ground_beef', 'achiote_oil', 'oregano', 'garlic', 'onion', 'potato', 'banana', 'black_pepper', 'tomato_sauce', 'crab_meat', 'bell_pepper', 'ground_pork', 'cumin', 'tomato', 'green_banana', 'pork', 'olive', 'yautia', 'raisin', 'meat', 'sofrito', 'caper', 'cooking_oil', 'chicken', 'crab', 'achiote', 'salt', 'green_plantain', 'pepper', 'oil', 'beef']"
Wandouhuang,['China'],"['gelatin', 'rock_sugar', 'water', 'rose_water', 'pea', 'sugar', 'yellow_pea', 'rose_extract', 'agar']"
Dressed Herring,"['Belarus', 'Poland', 'Moldova', 'Latvia', 'Russia', 'Lithuania', 'Ukraine']","['beetroot', 'onion', 'potato', 'herring', 'carrot', 'mayonnaise']"
Paella,['Spain'],"['chorizo', 'clam', 'pea', 'garlic', 'rosemary', 'shrimp', 'green_bean', 'tomato', 'bean', 'red_bell_pepper', 'water', 'saffron', 'shellfish', 'rice', 'olive', 'mussel', 'chicken', 'rabbit', 'lemon', 'olive_oil', 'salt', 'paprika', 'pepper', 'oil']"
Kure Reimen,['Japan'],"['garlic', 'soy_sauce', 'scallion', 'sesame_seed', 'broth', 'sugar', 'mustard', 'vinegar', 'boiled_egg', 'noodle', 'wheat_noodle', 'wheat', 'ham', 'cucumber', 'egg', 'chicken', 'chicken_broth', 'sesame_oil', 'oil']"
Brigadeiro,['Brazil'],"['vanilla', 'unsalted_butter', 'milk', 'chocolate', 'nut', 'cocoa_powder', 'sprinkle', 'vanilla_extract', 'chocolate_sprinkle', 'sweetened_condensed_milk', 'butter', 'chocolate_powder']"
Loukaniko,"['Greece', 'Cyprus']","['wine', 'coriander_seed', 'oregano', 'garlic', 'onion', 'coriander', 'black_pepper', 'fennel', 'vinegar', 'fennel_seed', 'orange', 'orange_peel', 'red_wine', 'lamb', 'leek', 'pork', 'bay_leaf', 'salt', 'pepper']"
Casado,['Costa Rica'],"['avocado', 'plantain', 'cooked_vegetable', 'sauteed_chicken', 'tortilla', 'black_bean', 'vegetable', 'sauteed_fish', 'bean', 'fish', 'rice', 'fried_plantain', 'salad', 'cheese', 'egg', 'white_rice', 'sauteed_beef', 'chicken', 'grilled', 'beef']"
Dovğa,['Azerbaijan'],"['scallion', 'spinach', 'yogurt', 'dill', 'chickpea', 'water', 'flour', 'garlic', 'mint', 'chervil', 'rice', 'salt', 'coriander', 'sorrel', 'pepper', 'egg']"
Scouse,['United Kingdom'],"['turnip', 'celery', 'stock', 'black_pepper', 'pearl_barley', 'beef', 'water', 'worcestershire_sauce', 'lamb', 'onion', 'leek', 'potato', 'salt', 'barley', 'pepper', 'parsnip', 'carrot', 'beef_stock']"
Ghapama,['Armenia'],"['cinnamon', 'nut', 'fruit', 'pumpkin', 'honey', 'sugar', 'rice', 'butter', 'dried_fruit']"
Popara,"['Greece', 'Bulgaria', 'Romania', 'Bosnia and Herzegovina', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Montenegro', 'Turkey', 'Slovenia']","['milk', 'cream', 'honey', 'sugar', 'butter', 'bread', 'cheese', 'egg']"
Ayam Bumbu Rujak,['Indonesia'],"['candle_nut', 'lemon_gras', 'milk', 'coconut', 'garlic', 'coriander', 'palm_sugar', 'chili', 'kaffir_lime_leaf', 'nut', 'sugar', 'ginger', 'tamarind', 'red_chili_pepper', 'tamarind_paste', 'oil', 'galangal', 'chicken', 'lemon', 'turmeric', 'shallot', 'salt', 'coconut_milk', 'pepper', 'lime']"
Arrosticini,['Italy'],"['black_pepper', 'lamb', 'garlic', 'olive_oil', 'rosemary', 'salt', 'pepper', 'olive', 'oil']"
Bánh Căn,['Vietnam'],"['flour', 'garlic', 'onion', 'mung_bean', 'shrimp', 'chili', 'fish_sauce', 'bean', 'water', 'fish', 'squid', 'rice', 'oil', 'pork', 'rice_flour', 'egg', 'spring_onion', 'shallot', 'lime']"
Sushi Pizza,['Canada'],"['tuna', 'avocado', 'raw_fish', 'wasabi', 'onion', 'nori_sheet', 'soy_sauce', 'sushi_rice', 'spicy_mayo', 'sesame_seed', 'ginger', 'tobiko', 'fish', 'cucumber', 'green_onion', 'rice', 'salmon', 'nori', 'pickled_ginger']"
Bubur Ketan Hitam,"['Indonesia', 'Malaysia', 'Thailand']","['milk', 'coconut', 'sugar', 'black_glutinou_rice', 'rice', 'coconut_milk', 'palm_sugar']"
Wurstsalat,"['Austria', 'Switzerland', 'Germany']","['chive', 'pickle', 'radish', 'sausage', 'onion', 'mustard', 'salt', 'pepper', 'vinegar', 'cheese', 'oil']"
Pan Bagnat,['France'],"['tuna', 'arugula', 'black_olive', 'hard_boiled_egg', 'garlic', 'onion', 'whole_wheat_bun', 'bun', 'mustard', 'tomato', 'vinegar', 'dijon_mustard', 'red_onion', 'wheat', 'olive', 'egg', 'caper', 'olive_oil', 'basil', 'pepper', 'green_bell_pepper', 'anchovy', 'oil']"
Wiener Würstchen,['Austria'],"['beef', 'bacon', 'onion', 'garlic', 'onion_powder', 'veal', 'sheep_casing', 'salt', 'pepper', 'paprika', 'pork', 'nutmeg', 'water']"
Pannenkoek,['Netherlands'],"['milk', 'flour', 'bacon', 'raisin_often_eaten_with_appelstroop', 'apple', 'salt', 'butter', 'cheese', 'raisin', 'egg']"
Mysore Pak,['India'],"['cardamom_powder', 'chickpea', 'chickpea_flour', 'flour', 'sugar', 'cardamom', 'water', 'ghee']"
Potjiekos,['South Africa'],"['spice', 'cooking_oil', 'wine', 'vegetable', 'dutch_malay_spice', 'onion', 'pumpkin', 'dessert_wine', 'potato', 'corn', 'tomato', 'cabbage', 'oil', 'carrot', 'meat']"
Suanmeitang,['China'],"['water', 'plum', 'sugar']"
Fèves Au Lard,['Canada'],"['molass', 'maple_syrup', 'tomato_sauce', 'brown_sugar', 'bacon', 'onion', 'navy_bean', 'sugar', 'mustard', 'salt', 'tomato', 'ketchup', 'pepper', 'syrup', 'bean', 'water']"
Mont Lin Maya,['Myanmar'],"['quail_egg', 'chickpea', 'flour', 'onion', 'rice', 'spring_onion', 'rice_flour', 'egg']"
Rushan Cheese,['China'],"['sesame_seed', 'milk', 'sugar', 'salt', 'rennet', 'starter_culture']"
Khanom Tokyo,['Thailand'],"['vanilla', 'flavoring', 'milk', 'flour', 'taro_filling', 'sausage', 'sugar', 'custard_filling', 'custard', 'pandan_flavoring', 'butter', 'taro', 'salt', 'vanilla_extract', 'baking_powder', 'egg']"
American Fried Rice,['Thailand'],"['egg', 'chicken', 'ham', 'bacon', 'sausage', 'pea', 'onion', 'rice', 'corn', 'tomato', 'ketchup', 'raisin', 'soy_sauce', 'pineapple', 'carrot']"
Fiori di zucca,['Italy'],"['flour', 'mozzarella', 'lemon_zest', 'mozzarella_cheese', 'black_pepper', 'ricotta', 'zucchini_flower', 'nutmeg', 'ricotta_cheese', 'oil', 'olive', 'cheese', 'zucchini', 'egg', 'lemon', 'olive_oil', 'salt', 'pepper', 'parmesan_cheese', 'anchovy']"
Dal Bati,['India'],"['flour', 'onion', 'garlic', 'green_chili', 'chana_dal', 'coriander', 'chili', 'cumin_seed', 'turmeric_powder', 'coriander_powder', 'ginger', 'mustard', 'tomato', 'cumin', 'ghee', 'wheat', 'red_chili_powder', 'mustard_seed', 'asafoetida', 'turmeric', 'wheat_flour']"
Crème Ninon,['France'],"['stock', 'chicken', 'lemon_juice', 'pea_soup', 'chive', 'chicken_stock', 'cream', 'nutmeg', 'pea', 'lemon', 'salt', 'champagne', 'pepper', 'whipped_cream']"
Napoleonka,['Poland'],"['vanilla', 'milk', 'puff_pastry', 'powdered_sugar', 'flour', 'starch', 'rum', 'sugar', 'corn', 'butter', 'vanilla_extract', 'corn_starch', 'pastry', 'egg']"
Chocolate chip cookie,['United States'],"['chocolate_chip', 'vanilla', 'chocolate', 'baking_soda', 'brown_sugar', 'flour', 'sugar', 'salt', 'butter', 'vanilla_extract', 'egg']"
Tongue Toast,['United States'],"['lemon_juice', 'milk', 'lemon', 'parsley', 'mustard', 'butter', 'salt', 'pepper', 'bread', 'horseradish', 'calf_tongue', 'egg']"
Croque Monsieur,['France'],"['bread_crumb', 'milk', 'nutmeg', 'ham', 'flour', 'white_bread', 'mustard', 'butter', 'bread', 'cheese', 'egg']"
Syllabub,['United Kingdom'],"['white_wine', 'wine', 'lemon_juice', 'sherry', 'cream', 'brandy', 'lemon', 'sugar', 'nutmeg', 'lemon_zest']"
Açorda,['Portugal'],"['water', 'garlic', 'cilantro', 'olive_oil', 'salt', 'bread', 'olive', 'poached_egg', 'oil', 'egg']"
Buffalo Wing,['United States'],"['chicken', 'cayenne_pepper_hot_sauce', 'butter', 'pepper', 'chicken_wing']"
Pineapple Cake,['Taiwan'],"['vanilla', 'milk', 'flour', 'starch', 'egg_yolk', 'sugar', 'corn', 'milk_powder', 'salt', 'butter', 'vanilla_extract', 'corn_starch', 'shortening', 'baking_powder', 'pineapple', 'egg']"
Nihari,"['Pakistan', 'Bangladesh', 'India']","['garam_masala', 'flour', 'green_chili', 'onion', 'garlic', 'cardamom', 'coriander', 'chili', 'ginger_strip', 'coriander_powder', 'ginger', 'cumin', 'water', 'ghee', 'saffron', 'chili_powder', 'cinnamon', 'wheat', 'cumin_powder', 'fried_onion', 'coriander_leaf', 'star_anise', 'bay_leaf', 'clove', 'bone_marrow', 'lemon', 'turmeric', 'salt', 'wheat_flour', 'beef']"
Lontong Cap Go Meh,['Indonesia'],"['candle_nut', 'lemon_gras', 'milk', 'coconut', 'garlic', 'rice_cake', 'kerupuk', 'satay', 'shrimp', 'palm_sugar', 'chili', 'chicken_meat', 'pickled_vegetable', 'kaffir_lime_leaf', 'nut', 'vegetable', 'coconut_oil', 'sugar', 'ginger', 'lime_juice', 'boiled_egg', 'bean', 'tofu', 'fried_shallot', 'fried_anchovy', 'lime', 'rice', 'shrimp_paste', 'peanut', 'bay_leaf', 'tempeh', 'egg', 'meat', 'salam_leaf', 'sambal', 'galangal', 'chili_pepper', 'chicken', 'lemon', 'turmeric', 'bean_sprout', 'shallot', 'salt', 'coconut_milk', 'pepper', 'anchovy', 'oil', 'shredded_coconut']"
Ful Nabet,['Egypt'],"['chili_pepper', 'lemon_juice', 'lemon', 'onion', 'garlic', 'sprouted_fava_bean', 'olive_oil', 'parsley', 'salt', 'butter', 'cumin', 'oil', 'pepper', 'olive', 'bean', 'chili', 'water']"
Neyyappam,['India'],"['jaggery', 'sesame_seed', 'coconut_oil', 'coconut', 'rice', 'cardamom', 'banana', 'oil', 'ghee']"
Nam Ngiao,"['Myanmar', 'Thailand']","['fermented_soybean_paste', 'fried_crispy_pork_skin', 'garlic', 'onion', 'banana', 'chili', 'cilantro', 'sugar', 'fish_sauce', 'tomato', 'banana_flower', 'lime_juice', 'bean', 'water', 'fish', 'noodle', 'blood', 'dried_red_chili', 'rice', 'pork', 'fried_garlic', 'pork_rib', 'rice_noodle', 'pork_blood_cube', 'shallot', 'spring_onion', 'bean_sprout', 'lime']"
Pampuchy,['Poland'],"['yeast', 'vanilla', 'cinnamon', 'milk', 'water', 'flour', 'fruit', 'sugar', 'jam', 'salt', 'butter', 'vanilla_extract', 'egg']"
Pancit Molo,['Philippines'],"['onion', 'garlic', 'shrimp', 'black_pepper', 'broth', 'ginger', 'ground_pork', 'fish_sauce', 'cabbage', 'fish', 'green_onion', 'ground_shrimp', 'pork', 'fried_garlic', 'egg', 'napa_cabbage', 'chicken', 'chicken_broth', 'pepper', 'wonton_wrapper']"
Cabidela,"['Brazil', 'Angola', 'Portugal']","['white_wine', 'wine', 'black_pepper', 'chicken', 'blood', 'vinegar', 'onion', 'garlic', 'olive_oil', 'rice', 'piri_piri', 'parsley', 'chicken_blood', 'salt', 'pepper', 'olive', 'oil', 'bay_leaf']"
Semifreddo,"['Italy', 'France']","['vanilla', 'chocolate', 'nut', 'cream', 'fruit', 'sugar', 'heavy_cream', 'vanilla_extract', 'liqueur', 'egg']"
Ants On A Log,['United States'],"['chocolate_chip', 'celery', 'cream_cheese', 'chocolate', 'cream', 'peanut', 'butter', 'peanut_butter', 'cheese', 'raisin']"
Ximbo,['Mexico'],"['chile', 'oregano', 'onion', 'garlic', 'banana', 'coriander', 'tomato', 'cumin', 'vinegar', 'banana_leaf', 'cinnamon', 'bacon', 'sausage', 'pork', 'bay_leaf', 'epazote', 'nopal', 'pineapple', 'caper', 'chicken', 'lemon', 'thyme', 'salt', 'pepper', 'beef']"
Singing Hinny,['United Kingdom'],"['cinnamon', 'milk', 'nutmeg', 'flour', 'lard', 'sugar', 'salt', 'butter', 'baking_powder', 'egg', 'currant']"
Ravioli,['Italy'],"['pasta_dough_flour', 'spinach', 'salt_filling_cheese', 'flour', 'mushroom', 'mozzarella', 'spice', 'ricotta', 'vegetable', 'nutmeg', 'water', 'pasta', 'pumpkin', 'parsley', 'pork', 'herb', 'cheese', 'egg', 'meat', 'chicken', 'salt', 'basil', 'pepper', 'beef']"
Bulgogi,"['North Korea', 'South Korea']","['black_pepper', 'sesame_seed', 'pear', 'pear_juice', 'garlic', 'onion', 'sugar', 'green_onion', 'grated_pear', 'sesame_oil', 'pepper', 'soy_sauce', 'oil', 'beef']"
Međimurska Gibanica,['Croatia'],"['vanilla', 'cinnamon', 'walnut', 'cheese', 'cream', 'pastry', 'lemon', 'sour_cream', 'sugar', 'apple', 'butter', 'poppy_seed', 'raisin', 'lemon_zest', 'phyllo_pastry', 'cottage_cheese', 'egg', 'vanilla_sugar']"
Miso soup,['Japan'],"['seaweed', 'miso_paste', 'onion', 'green_onion', 'dashi', 'wakame_seaweed', 'miso', 'tofu']"
Conversation Tart,['France'],"['milk', 'puff_pastry', 'flour', 'butter', 'lemon_zest', 'almond_cream', 'sugar', 'almond', 'jam', 'icing', 'pastry', 'vanilla', 'cream', 'icing_sugar', 'apricot_jam', 'egg', 'powdered_sugar', 'lemon', 'vanilla_extract']"
Khao phat,['Thailand'],"['onion', 'garlic', 'cucumber_slice', 'shrimp', 'soy_sauce', 'chili', 'cilantro', 'sugar', 'fish_sauce', 'tomato', 'fish', 'cucumber', 'rice', 'green_onion', 'pork', 'egg', 'lime_wedge', 'chili_pepper', 'chicken', 'pepper', 'lime', 'beef']"
Cactus Fries,"['Mexico', 'United States']","['cornmeal', 'flour', 'cactu', 'salt', 'pepper', 'oil', 'egg']"
Cream Stew,['Japan'],"['chicken', 'milk', 'flour', 'onion', 'potato', 'salt', 'butter', 'pepper', 'carrot']"
Spaghettieis,['Germany'],"['vanilla_ice_cream', 'chocolate_chip', 'wafer', 'vanilla', 'strawberry_sauce', 'nut', 'chocolate', 'cream', 'strawberry', 'white_chocolate_shaving', 'whipped_cream', 'ice']"
Tomato Bredie,['South Africa'],"['garlic', 'lamb', 'onion', 'mutton', 'potato', 'salt', 'tomato', 'pepper', 'bay_leaf']"
Butterkuchen,['Germany'],"['yeast', 'vanilla', 'cinnamon', 'milk', 'flour', 'sugar', 'almond', 'salt', 'butter', 'vanilla_extract', 'egg']"
Kak'ik,['Guatemala'],"['onion', 'garlic', 'potato', 'chili', 'green_bean', 'black_pepper', 'cilantro', 'tomatillo', 'bell_pepper', 'tomato', 'lime_juice', 'bean', 'corn_masa', 'cinnamon', 'mint', 'corn', 'chayote', 'allspice', 'chili_pepper', 'achiote', 'turkey', 'salt', 'pepper', 'lime']"
Eggs Benedict,['United States'],"['bacon', 'canadian_bacon', 'english_muffin', 'hollandaise_sauce', 'egg']"
Beppu Reimen,['Japan'],"['cold_noodle', 'boiled_egg', 'sliced_beef', 'noodle', 'beef_broth', 'sesame_seed', 'broth', 'beef', 'cucumber', 'radish', 'kimchi', 'apple_slice', 'mustard', 'apple', 'pickled_mustard_green', 'egg']"
