dish_name,countries_of_origin,ingredients
Gỏi Cuốn,['Vietnam'],"['lettuce', 'mint', 'bean_sprout', 'garlic', 'chive', 'cilantro', 'thai_basil', 'garlic_chive', 'cucumber', 'pork', 'hoisin_sauce', 'bean', 'rice_vermicelli', 'peanut', 'peanut_sauce', 'shrimp', 'carrot', 'basil', 'rice', 'rice_paper']"
Moqueca,"['Brazil', 'Angola']","['palm_oil', 'bell_pepper', 'pepper', 'coconut_milk', 'lime', 'oil', 'onion', 'lime_juice', 'garlic', 'coconut', 'fish', 'tomato', 'cilantro', 'milk']"
Nieheimer,['Germany'],"['cream', 'caraway_seed', 'butter', 'sour_milk', 'salt', 'milk']"
Kedgeree,['United Kingdom'],"['parsley', 'butter', 'onion', 'egg', 'rice', 'curry_powder', 'smoked_haddock']"
Peameal Bacon,['Canada'],"['pork', 'cornmeal', 'pork_loin']"
Æbleskiver,['Denmark'],"['lemon', 'apple', 'butter', 'vanilla', 'sugar', 'egg', 'milk', 'jam', 'lemon_zest', 'powdered_sugar_for_dusting', 'confectioner_sugar', 'flour', 'vanilla_extract', 'cardamom', 'salt', 'baking_powder']"
Coxinha,['Brazil'],"['lime', 'egg', 'oil', 'garlic', 'bread', 'salt', 'hot_sauce', 'chicken_broth', 'lime_juice', 'butter', 'cream', 'green_onion', 'parsley', 'cream_cheese', 'cheese', 'flour', 'pepper', 'onion', 'broth', 'bread_crumb', 'chicken']"
Schlachteplatte,['Germany'],"['bratwurst', 'potato', 'mustard', 'blood_sausage', 'kassler', 'pork', 'sauerkraut', 'pickle', 'liverwurst', 'bread', 'dark_bread', 'smoked_pork', 'weisswurst', 'sausage', 'knackwurst']"
Ketwurst,['Germany'],"['mustard', 'bread_roll', 'bread', 'ketchup', 'sausage']"
Tirokafteri,['Greece'],"['lemon', 'yogurt', 'pepper', 'feta_cheese', 'oil', 'red_pepper', 'garlic', 'cheese', 'olive', 'oregano', 'chili_pepper', 'lemon_juice', 'olive_oil', 'vinegar', 'chili']"
Biryani,"['Pakistan', 'Bangladesh', 'India', 'Iran']","['lemon', 'mint', 'egg', 'cumin_seed', 'boiled_egg', 'garlic', 'tomato', 'yogurt', 'green_chili', 'garam_masala', 'saffron', 'red_chili_powder', 'coriander_leaf', 'ghee', 'rice', 'raisin', 'potato', 'coriander_powder', 'turmeric', 'onion', 'coriander', 'mint_leaf', 'ginger', 'cumin', 'fried_onion', 'lemon_juice', 'turmeric_powder', 'chili', 'chicken', 'nut']"
Poffertjes,['Netherlands'],"['lemon', 'buckwheat_flour', 'wheat', 'butter', 'vanilla', 'sugar', 'egg', 'powdered_sugar', 'lemon_zest', 'wheat_flour', 'yeast', 'flour', 'vanilla_extract', 'salt', 'milk']"
Mate (drink),"['Argentina', 'Bolivia', 'Brazil', 'Paraguay', 'Uruguay']","['yerba_mate', 'water', 'sugar', 'hot_water']"
Potjevleesch,['France'],"['pepper', 'gelatin', 'onion', 'vinegar', 'water', 'white_wine', 'veal', 'thyme', 'pork', 'wine', 'clove', 'bay_leaf', 'rabbit', 'salt', 'chicken']"
Malatang,['China'],"['bean_sprout', 'egg', 'noodle', 'bok_choy', 'garlic', 'chicken', 'pork_blood_cube', 'mushroom', 'beef', 'konjac', 'cauliflower', 'cilantro', 'glas_noodle', 'peppercorn', 'crab', 'fish_ball', 'potato_slice', 'tofu', 'pork', 'squid', 'rice_noodle', 'fish', 'bean', 'lotu_root', 'peanut', 'spinach', 'beef_slice', 'shrimp', 'tripe', 'soy_sauce', 'rice', 'sesame_seed', 'sesame_paste', 'potato', 'quail_egg', 'beef_tripe', 'pepper', 'doubanjiang', 'crab_stick', 'cabbage', 'chili_pepper', 'lamb_slice', 'broccoli', 'ginger', 'chili', 'lamb']"
Fabes Con Almejas,['Spain'],"['parsley', 'oil', 'onion', 'wine', 'white_wine', 'broth', 'bean', 'garlic', 'olive', 'vegetable', 'clam', 'olive_oil', 'fabe_bean', 'vegetable_broth', 'paprika']"
Chow Mein Sandwich,['United States'],"['hamburger_style_bun', 'chow_mein', 'bun']"
Bougatsa,['Greece'],"['orange_zest', 'vanilla', 'sugar', 'egg', 'phyllo_dough', 'cheese', 'cinnamon', 'semolina', 'butter', 'vanilla_extract', 'orange', 'milk']"
Cruffin,['Australia'],"['pastry_cream', 'cream', 'butter', 'vanilla', 'sugar', 'egg', 'water', 'jam', 'cinnamon', 'chocolate', 'yeast', 'flour', 'vanilla_extract', 'salt', 'milk']"
Tembleque,['Puerto Rico'],"['starch', 'coconut_milk', 'vanilla', 'corn_starch', 'sugar', 'corn', 'cinnamon', 'coconut_flake', 'coconut', 'vanilla_extract', 'salt', 'milk']"
Jeok,"['North Korea', 'South Korea']","['sugar', 'oil', 'egg', 'vegetable_like_mushroom', 'garlic', 'capsicum', 'mushroom', 'beef', 'tofu', 'green_onion', 'sesame_oil', 'soy_sauce', 'rice', 'flour', 'pepper', 'onion', 'black_pepper', 'rice_flour', 'zucchini', 'mushed_tofu', 'vegetable']"
Caponata,['Italy'],"['eggplant', 'sugar', 'oil', 'onion', 'vinegar', 'garlic', 'olive', 'olive_oil', 'tomato', 'pine_nut', 'caper', 'nut']"
Buridda,['Italy'],"['potato', 'parsley', 'oil', 'onion', 'wine', 'white_wine', 'garlic', 'olive', 'bread', 'olive_oil', 'mussel', 'fish', 'tomato', 'anchovy']"
Dinakdakan,['Philippines'],"['pepper', 'pork_face', 'pork_ear', 'onion', 'pork_liver', 'chili_pepper', 'pork', 'liver', 'ginger', 'mayonnaise', 'calamansi_juice', 'vinegar', 'pig_brain', 'chili', 'salt']"
Frikandel,"['Belgium', 'Netherlands', 'Germany']","['pepper', 'egg', 'onion', 'black_pepper', 'milk_powder', 'chicken', 'mace', 'garlic', 'pork', 'nutmeg', 'beef', 'egg_white', 'bread', 'bread_crumb', 'garlic_powder', 'salt', 'milk']"
Acquacotta,['Italy'],"['oil', 'egg', 'garlic', 'chard', 'pecorino_cheese', 'bread', 'olive_oil', 'tomato', 'kale', 'chicory', 'carrot', 'olive', 'cheese', 'celery', 'potato', 'pepper', 'onion', 'water', 'red_pepper_flake']"
Soon Kueh,"['Malaysia', 'Singapore', 'China']","['sugar', 'oil', 'garlic', 'mushroom', 'salt', 'sweet_dark_soy_sauce', 'bamboo_shoot', 'dried_shrimp', 'white_pepper', 'grated_carrot', 'shrimp', 'sesame_oil', 'carrot', 'jicama', 'soy_sauce', 'tapioca_flour', 'rice', 'shallot', 'flour', 'pepper', 'water', 'fried_shallot', 'rice_flour', 'dried_mushroom', 'chili_sauce', 'chili']"
Bigos,['Poland'],"['pepper', 'caraway_seed', 'onion', 'sausage', 'cabbage', 'garlic', 'pork_shoulder', 'bacon', 'sauerkraut', 'mushroom', 'pork', 'fresh_cabbage', 'wine', 'bay_leaf', 'red_wine', 'salt', 'marjoram']"
Victoria Sponge Cake,['United Kingdom'],"['cream', 'vanilla_extract', 'double_cream', 'sugar', 'egg', 'vanilla', 'self_raising_flour', 'butter', 'baking_powder', 'flour', 'jam', 'milk']"
Vinegret,"['Belarus', 'Kyrgyzstan', 'Armenia', 'Georgia', 'Uzbekistan', 'Estonia', 'Moldova', 'Azerbaijan', 'Tajikistan', 'Latvia', 'Kazakhstan', 'Russia', 'Lithuania', 'Ukraine', 'Turkmenistan']","['beet', 'potato', 'green_onion', 'apple', 'parsley', 'pea', 'oil', 'pepper', 'onion', 'carrot', 'sunflower_oil', 'herb', 'dill', 'sauerkraut', 'pickle', 'herb_like_dill', 'salt']"
Carciofi Alla Giudia,['Italy'],"['artichoke', 'lemon', 'parsley', 'pepper', 'oil', 'black_pepper', 'olive', 'olive_oil', 'salt']"
Cheese Roll,['New Zealand'],"['pepper', 'salt', 'cheese', 'garlic', 'bread', 'butter', 'herb']"
Koloocheh,['Iran'],"['walnut', 'vanilla', 'sugar', 'egg', 'rose_water', 'water', 'milk', 'raisin', 'cinnamon', 'butter', 'flour', 'vanilla_extract', 'cardamom', 'salt', 'baking_powder']"
Lacón con patacas e grelos,['Spain'],"['potato', 'oil', 'paprika', 'turnip_green', 'garlic', 'pork_shoulder', 'olive', 'pork', 'turnip', 'olive_oil', 'bay_leaf', 'salt', 'chorizo', 'galician_chorizo']"
Sausage Gravy,['United States'],"['pepper', 'onion', 'onion_powder', 'sausage', 'black_pepper', 'garlic', 'red_pepper_flake', 'butter', 'flour', 'garlic_powder', 'salt', 'milk']"
Tuna Pot,['Spain'],"['potato', 'pepper', 'oil', 'onion', 'garlic', 'olive', 'olive_oil', 'tomato', 'tuna', 'salt']"
Bakpia Pathok,['Indonesia'],"['margarine', 'cooking_oil', 'condensed_milk', 'wheat', 'sugar', 'oil', 'egg', 'water', 'bean', 'mung_bean', 'black_sesame_seed', 'salt', 'cheese', 'chocolate', 'wheat_flour', 'flour', 'green_tea_powder', 'milk']"
B.C. Roll,['Canada'],"['barbecued_salmon_skin', 'wasabi', 'pickled_ginger', 'cucumber', 'soy_sauce', 'unagi_sauce', 'ginger', 'avocado', 'nori', 'sushi_rice', 'rice', 'sesame_seed']"
Loco Moco,['United States'],"['green_onion', 'worcestershire_sauce', 'fried_egg', 'onion', 'white_rice', 'egg', 'gravy', 'ground_beef', 'soy_sauce', 'mushroom', 'beef', 'rice', 'brown_gravy']"
Leipäjuusto,"['Finland', 'Sweden']","['rennet', 'cow', 'goat', 'goat_milk', 'salt', 'milk']"
Kabuli pulao,['Afghanistan'],"['pistachio', 'sugar', 'oil', 'garlic', 'clove', 'orange', 'salt', 'yogurt', 'slivered_almond', 'basmati_rice', 'cinnamon', 'carrot', 'almond', 'rice', 'bay_leaf', 'raisin', 'orange_peel', 'pepper', 'onion', 'black_pepper', 'cumin', 'cardamom', 'lamb']"
Hayashi Rice,['Japan'],"['stock', 'worcestershire_sauce', 'pea', 'butter', 'tomato', 'onion', 'beef_stock', 'carrot', 'soy_sauce', 'mushroom', 'beef', 'rice', 'wine', 'tomato_paste', 'flour', 'red_wine']"
Chairo,"['Peru', 'Chile', 'Bolivia']","['potato', 'pea', 'onion', 'carrot', 'noodle', 'pumpkin', 'garlic', 'corn', 'cabbage', 'oregano', 'cumin', 'beef', 'tomato']"
Mandoca,['Venezuela'],"['plantain', 'ripe_plantain', 'cornmeal', 'butter', 'sugar', 'oil', 'water', 'cheese', 'anise_seed', 'grated_cheese', 'oil_for_frying', 'salt', 'baking_powder']"
Chile Relleno,['Mexico'],"['oil', 'egg', 'garlic', 'beef', 'tomato', 'salt', 'poblano_pepper', 'tomato_sauce', 'bean', 'chorizo', 'vegetable_oil', 'cheese', 'ground_beef', 'almond', 'rice', 'flour', 'raisin', 'pepper', 'onion', 'vegetable']"
Hainanese Curry Rice,['Singapore'],"['potato', 'curry_sauce', 'egg', 'pork_chop', 'carrot', 'cabbage', 'prawn_fritter', 'tofu', 'pineapple', 'pork', 'squid', 'rice', 'bean', 'vegetable', 'chicken', 'green_bean']"
Black Sesame Roll,"['Hong Kong', 'China']","['starch', 'coconut_milk', 'vegetable_oil', 'sugar', 'oil', 'sweetened_red_bean_paste', 'corn_starch', 'water', 'bean', 'corn', 'black_sesame_seed', 'glutinou_rice_flour', 'coconut', 'rice', 'flour', 'vegetable', 'milk', 'peanut']"
Schneemaß,['Germany'],"['lemon_slice', 'lemon', 'lemon_soda', 'beer']"
Moon Shrimp Cake,['Taiwan'],"['starch', 'sugar', 'egg', 'oil', 'garlic', 'salt', 'cilantro', 'corn_starch', 'corn', 'white_pepper', 'wine', 'rice_wine', 'cooking_oil', 'green_onion', 'shrimp', 'sesame_oil', 'soy_sauce', 'rice', 'flour', 'pepper', 'onion', 'water', 'ginger', 'chili']"
Chikuwa,['Japan'],"['mirin', 'starch', 'sugar', 'egg', 'soy_sauce', 'egg_white', 'fish', 'salt', 'fish_paste']"
Jangguk-juk,"['North Korea', 'South Korea']","['green_onion', 'pepper', 'oil', 'onion', 'water', 'sesame_oil', 'black_pepper', 'garlic', 'soy_sauce', 'mushroom', 'beef', 'rice', 'salt']"
Harees,"['Oman', 'Armenia', 'Bahrain', 'Eritrea', 'Ethiopia', 'Qatar', 'Yemen', 'United Arab Emirates', 'Iraq', 'Djibouti', 'Syria', 'Lebanon', 'Egypt', 'Somalia', 'Kuwait', 'Tanzania', 'Saudi Arabia']","['wheat', 'pepper', 'onion', 'meat', 'black_pepper', 'garlic', 'cinnamon', 'ginger', 'cumin', 'butter', 'mutton', 'salt']"
Kushikatsu,['Japan'],"['oil', 'shrimp', 'egg', 'tonkatsu_sauce', 'panko_bread_crumb', 'cabbage', 'cheese', 'pork', 'bread', 'skewer', 'flour', 'vegetable', 'chicken', 'lotu_root']"
Pan De Regla,['Philippines'],"['margarine', 'sugar', 'egg', 'red_food_coloring', 'cheese', 'yeast', 'butter', 'flour', 'salt', 'milk']"
Mazurek (cake),['Poland'],"['lemon', 'sugar', 'egg', 'marzipan', 'lemon_zest', 'coconut_flake', 'honey', 'butter', 'meringue', 'jam', 'cream', 'spice', 'vanilla', 'cocoa_powder', 'flour', 'raisin', 'dried_fruit', 'fruit', 'chocolate', 'coconut', 'nut']"
Kepiting saus Padang,['Indonesia'],"['lemon', 'lime', 'starch', 'sugar', 'oil', 'tamarind_juice', 'garlic', 'salt', 'lime_wedge', 'crab', 'corn_starch', 'lime_leaf', 'corn', 'scallion', 'milk', 'tamarind', 'red_chili', 'coconut_milk', 'shallot', 'lemon_gras', 'palm_sugar', 'ginger', 'coconut', 'chili']"
Vincisgrassi,['Italy'],"['porcini_mushroom', 'noodle', 'garlic', 'liver', 'mushroom', 'beef', 'clove', 'tomato', 'prosciutto', 'white_wine', 'meat', 'pork', 'chicken_liver', 'tomato_paste', 'wine', 'butter', 'milk', 'fresh_tomato', 'carrot', 'cheese', 'nutmeg', 'flour', 'celery', 'onion', 'ragu_made_with_minced_meat', 'broth', 'parmesan_cheese', 'lasagna_noodle', 'chicken']"
Berenjenas con miel,['Spain'],"['eggplant', 'pepper', 'sugar', 'oil', 'honey', 'olive', 'anise_seed', 'flour', 'vinegar', 'olive_oil', 'salt']"
Fried Brain Sandwich,['United States'],"['hot_sauce', 'lettuce', 'pepper', 'oil', 'egg', 'tomato', 'onion', 'flour', 'calf_brain', 'pickle', 'bread', 'bread_slice', 'oil_for_frying', 'salt', 'milk']"
Sorrel Soup,"['Estonia', 'Poland', 'Romania', 'Slovakia', 'Latvia', 'Serbia', 'Croatia', 'Hungary', 'Russia', 'Lithuania', 'Ukraine', 'Slovenia']","['cream', 'spinach', 'parsley', 'sorrel', 'potato', 'pepper', 'egg', 'onion', 'broth', 'carrot', 'garlic', 'dill', 'nettle_leaf', 'bay_leaf', 'salt', 'sour_cream']"
Tikourbabine,"['Western Sahara', 'Morocco', 'Mauritania', 'Libya', 'Algeria', 'Tunisia']","['oil', 'water', 'honey', 'olive', 'yeast', 'butter', 'flour', 'semolina', 'olive_oil', 'salt']"
Carnitas,['Mexico'],"['pepper', 'lime', 'lard_optional_garlic', 'onion', 'lime_juice', 'orange_juice', 'garlic', 'pork', 'oregano', 'cumin', 'bay_leaf', 'lard', 'orange', 'salt']"
Lasagna,['Italy'],"['cheese', 'meat', 'wheat', 'ground_meat']"
Kuzu Tandır,['Turkey'],"['lemon', 'yogurt', 'pepper', 'oil', 'onion', 'black_pepper', 'garlic', 'olive', 'lemon_juice', 'butter', 'rosemary', 'bay_leaf', 'olive_oil', 'salt', 'lamb']"
Bánh Rế,['Vietnam'],"['potato', 'sweet_potato', 'coconut_milk', 'sugar', 'oil', 'water', 'coconut', 'sesame_seed', 'milk']"
Bird's nest soup,"['China', 'Indonesia', 'Cambodia', 'Myanmar', 'Malaysia', 'Singapore', 'Taiwan', 'Vietnam']","['other_flavoring', 'bird_nest', 'water', 'sweetener', 'salt']"
Chakhokhbili,['Georgia'],"['fresh_basil', 'fresh_cilantro', 'garlic', 'tomato', 'salt', 'cilantro', 'fresh_dill', 'red_wine_vinegar', 'dill', 'wine', 'butter', 'vinegar', 'parsley', 'paprika', 'basil', 'bay_leaf', 'fresh_parsley', 'pepper', 'onion', 'black_pepper', 'red_pepper', 'fenugreek', 'chicken']"
Pinkel,['Germany'],"['pepper', 'spice', 'onion', 'oat', 'bacon', 'suet', 'pork', 'beef', 'barley', 'salt']"
Dimlama,"['Kyrgyzstan', 'Uzbekistan', 'Tajikistan', 'Kazakhstan']","['bell_pepper', 'potato', 'pepper', 'onion', 'coriander', 'water', 'paprika', 'black_pepper', 'carrot', 'garlic', 'cumin', 'tomato', 'salt', 'lamb']"
Erős Pista,['Hungary'],"['sugar', 'oil', 'vinegar', 'water', 'garlic', 'hot_paprika', 'salt', 'paprika']"
Paling In 't Groen,['Belgium'],"['lemon', 'spinach', 'parsley', 'sorrel', 'mint', 'eel', 'pepper', 'chervil', 'onion', 'nettle', 'tarragon', 'lemon_juice', 'watercres', 'butter', 'salt']"
Vindaloo,['India'],"['sugar', 'chicken', 'garlic', 'red_chili_pepper', 'clove', 'tomato', 'salt', 'mustard_seed', 'cinnamon', 'pork', 'vinegar', 'mustard', 'pepper', 'turmeric', 'coriander', 'onion', 'ginger', 'cumin', 'cardamom', 'chili', 'lamb']"
Rullepølse,"['Sweden', 'Norway', 'Denmark']","['pepper', 'curing_salt', 'gelatin', 'onion', 'pork_belly', 'allspice', 'pork', 'clove', 'salt']"
Székelykáposzta,['Hungary'],"['cream', 'pepper', 'caraway_seed', 'onion', 'sausage', 'paprika', 'black_pepper', 'garlic', 'pork', 'sauerkraut', 'bacon', 'smoked_sausage', 'bay_leaf', 'lard', 'salt', 'sour_cream']"
Lancashire Hotpot,['United Kingdom'],"['potato', 'worcestershire_sauce', 'pepper', 'onion', 'broth', 'carrot', 'beef', 'mutton', 'beef_broth', 'salt', 'lamb']"
Bayonne Ham,['France'],"['pork_leg', 'spice', 'sugar', 'garlic', 'pork', 'salt']"
Bosnian Smoked Cheese,['Bosnia and Herzegovina'],"['rennet', 'smoke', 'sheep_milk', 'goat', 'goat_milk', 'cow_milk', 'salt', 'milk']"
Jujeh Kabab,['Iran'],"['bell_pepper', 'lemon', 'yogurt', 'pepper', 'oil', 'onion', 'olive', 'lemon_juice', 'saffron', 'olive_oil', 'tomato', 'salt', 'chicken']"
Tiradito,['Peru'],"['pepper', 'lime', 'raw_fish', 'oil', 'lime_juice', 'aji_amarillo', 'garlic', 'olive', 'ginger', 'olive_oil', 'fish', 'salt', 'cilantro']"
Pizzaiola,['Italy'],"['parsley', 'pepper', 'oil', 'tomato_sauce', 'wine', 'white_wine', 'black_pepper', 'garlic', 'olive', 'chili_pepper', 'oregano', 'beef', 'olive_oil', 'tomato', 'chili', 'salt', 'caper']"
Muchines De Yuca,['Ecuador'],"['pepper', 'yuca', 'egg', 'onion', 'achiote', 'cheese', 'garlic', 'cumin', 'butter', 'grated_cheese', 'salt', 'cilantro']"
Ayam Bakar,"['Indonesia', 'Brunei', 'Malaysia', 'Singapore']","['lemon', 'lemon_gras', 'coconut_milk', 'turmeric', 'sugar', 'palm_sugar', 'coriander', 'galangal', 'milk', 'chicken', 'garlic', 'coconut', 'candlenut', 'shallot', 'salt', 'sweet_soy_sauce', 'tamarind']"
Laziji,['China'],"['starch', 'sugar', 'oil', 'garlic', 'salt', 'peppercorn', 'corn_starch', 'corn', 'white_pepper', 'wine', 'rice_wine', 'scallion', 'peanut', 'bell_pepper', 'vegetable_oil', 'soy_sauce', 'rice', 'sesame_seed', 'celery', 'pepper', 'sichuan_peppercorn', 'ginger', 'chili', 'vegetable', 'chicken', 'dried_chili_pepper']"
Vege-pota Ramen,['Japan'],"['raman_noodle', 'oil', 'noodle', 'garlic', 'mushroom', 'narutomaki', 'salt', 'shiitake_mushroom', 'corn', 'tofu', 'miso', 'milk', 'green_onion', 'sesame_oil', 'carrot', 'soy_sauce', 'nori', 'vegetable_broth', 'soy_milk', 'potato', 'pepper', 'onion', 'broth', 'cabbage', 'miso_paste', 'vegetable']"
Prahok,['Cambodia'],"['lemon', 'lime', 'sugar', 'garlic', 'minced_pork', 'pork', 'fish', 'milk', 'kaffir_lime_leaf', 'coconut_milk', 'shallot', 'fermented_fish_paste', 'fish_sauce', 'eggplant', 'lemon_gras', 'pepper', 'galangal', 'chili_pepper', 'coconut', 'chili']"
Potica,['Slovenia'],"['walnut', 'lemon', 'sugar', 'egg', 'vanilla', 'honey', 'lemon_zest', 'salt', 'cinnamon', 'rum', 'yeast', 'butter', 'flour', 'vanilla_extract', 'raisin', 'milk']"
Culurgiones,['Italy'],"['potato', 'pepper', 'mint', 'oil', 'egg', 'onion', 'water', 'black_pepper', 'garlic', 'cheese', 'olive', 'semolina', 'pecorino_cheese', 'nutmeg', 'semolina_flour', 'flour', 'olive_oil', 'salt']"
Fatányéros,['Hungary'],"['bell_pepper', 'cream', 'potato', 'pepper', 'onion', 'paprika', 'lard', 'black_pepper', 'garlic', 'pork', 'bacon', 'mushroom', 'beef', 'sour_cream', 'tomato', 'salt', 'lamb']"
Sausage Sizzle,"['Australia', 'New Zealand']","['mustard', 'onion', 'tomato_sauce', 'cheese', 'white_bread_slice', 'sauerkraut', 'barbecue_sauce', 'bread', 'coleslaw', 'tomato', 'sausage']"
Baghrir,"['Morocco', 'Algeria', 'Tunisia']","['butter', 'sugar', 'milk', 'water', 'honey', 'salt', 'semolina', 'yeast', 'warm_water', 'flour', 'raisin', 'baking_powder']"
Small Sausage In Large Sausage,['Taiwan'],"['pork', 'rice', 'large_sticky_rice_sausage', 'small_pork_sausage', 'sausage']"
Daifuku,['Japan'],"['potato', 'sweet_potato_filling', 'fruit_filling', 'sugar', 'starch', 'red_bean_paste', 'water', 'fruit', 'glutinou_rice_flour', 'matcha', 'rice', 'potato_starch', 'flour', 'bean']"
Oreilles De Crisse,['Canada'],"['syrup', 'maple_syrup', 'sugar', 'onion', 'brown_sugar', 'pork', 'salted_pork_fat']"
Green Papaya Salad,"['Laos', 'Thailand']","['cherry', 'lime', 'green_papaya', 'sugar', 'shrimp', 'bean', 'lime_juice', 'bird_eye_chili', 'carrot', 'dried_shrimp', 'garlic', 'cherry_tomato', 'peanut', 'fish', 'tomato', 'chili', 'fish_sauce', 'green_bean']"
Xiaolongbao,['China'],"['sugar', 'oil', 'mushroom', 'salt', 'crab', 'meat', 'pork', 'crab_meat', 'white_pepper', 'wine', 'rice_wine', 'vinegar', 'scallion', 'gelatin', 'shrimp', 'sesame_oil', 'soy_sauce', 'rice', 'chicken_stock', 'flour', 'stock', 'pepper', 'water', 'cabbage', 'ginger', 'chicken']"
Minestra Di Ceci,['Italy'],"['chickpea', 'oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'pasta', 'rosemary', 'spinach', 'carrot', 'olive', 'cheese', 'bay_leaf', 'vegetable_broth', 'celery', 'pepper', 'onion', 'broth', 'black_pepper', 'parmesan_cheese', 'vegetable']"
Fasolada,"['Greece', 'Cyprus']","['lemon', 'oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'tomato_paste', 'bean', 'parsley', 'thyme', 'carrot', 'olive', 'bay_leaf', 'vegetable_broth', 'celery', 'pepper', 'onion', 'water', 'broth', 'black_pepper', 'white_bean', 'red_pepper_flake', 'lemon_juice', 'vegetable', 'paprika']"
Noghl,"['Afghanistan', 'Iran']","['lemon', 'sugar', 'rose_water', 'water', 'cinnamon', 'almond', 'lemon_juice', 'cardamom']"
Yellow Curry,['Thailand'],"['lemon', 'lime', 'sugar', 'garlic', 'yellow_curry_paste', 'cilantro', 'bamboo_shoot', 'fish', 'milk', 'kaffir_lime_leaf', 'bell_pepper', 'coconut_milk', 'carrot', 'fish_sauce', 'potato', 'lemon_gras', 'pepper', 'palm_sugar', 'onion', 'ginger', 'coconut', 'chicken']"
Ocopa,['Peru'],"['lemon', 'potato', 'pepper', 'oil', 'onion', 'evaporated_milk', 'aji_amarillo', 'saltine_cracker', 'garlic', 'huacatay', 'queso_fresco', 'bread', 'lemon_juice', 'salt', 'milk', 'peanut']"
Polish Boy,['United States'],"['hot_sauce', 'mustard', 'bun', 'onion', 'french_fry', 'kielbasa_sausage', 'barbecue_sauce', 'coleslaw', 'sausage']"
Blood Tongue,['Germany'],"['pepper', 'caraway_seed', 'onion', 'pork_rind', 'allspice', 'salt', 'pork_fat', 'garlic', 'pork', 'nutmeg', 'pig_blood', 'clove', 'bay_leaf', 'pork_tongue', 'marjoram']"
Hünkârbeğendi,['Turkey'],"['lemon', 'oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'green_bell_pepper', 'tomato_paste', 'butter', 'milk', 'parsley', 'cheese', 'olive', 'nutmeg', 'flour', 'eggplant', 'pepper', 'onion', 'red_pepper_flake', 'lemon_juice', 'lamb']"
Fried Coke,['United States'],"['cherry', 'cream', 'coca_cola', 'oil_for_frying', 'sugar', 'egg', 'vanilla', 'oil', 'milk', 'powdered_sugar', 'whipped_cream', 'flour', 'vanilla_extract', 'salt', 'baking_powder']"
Hyderabadi Haleem,['India'],"['lemon', 'mint', 'garlic', 'clove', 'salt', 'yogurt', 'green_chili', 'cinnamon', 'saffron', 'coriander_leaf', 'lentil', 'ghee', 'mutton', 'wheat', 'pepper', 'turmeric', 'onion', 'coriander', 'black_pepper', 'ginger', 'cumin', 'lemon_juice', 'cardamom', 'chili', 'mint_leaf']"
